experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
5d466f96-1254-4dcd-ae5e-9bc5aa2d1363,2022-09-07-15-04-14,2022-09-07-15-04-14,True,2022-09-07 15:04:14.252029,,,Pipeline has been started.,experiment.csv,,,2022-09-07 15:04:14.253030
5d466f96-1254-4dcd-ae5e-9bc5aa2d1363,2022-09-07-15-04-14,2022-09-07-15-04-14,False,2022-09-07 15:04:14.252029,2022-09-07 15:08:51.895468,0 days 00:04:37.643439,Pipeline has been completed.,experiment.csv,0.8573840007231344,True,2022-09-07 15:08:51.895468
